movie_id,性别,星座,出生日期,出生地,职业,imdb编号,image,更多外文名,更多中文名,家庭成员,生卒日期,去世日期
1028510,男,天秤座,1957年10月09日,中国香港,导演 / 制片人 / 副导演 / 演员 / 编剧,nm0477102,https://img9.doubanio.com/view/celebrity/raw/public/p1645.jpg,,,关小慧(妹),,
1054430,男,射手座,+1935年12月01日,"美国,纽约,布鲁克林",编剧 / 演员 / 导演 / 配音 / 音乐,nm0000095,https://img2.doubanio.com/view/celebrity/raw/public/p8401.jpg,Allan Stewart Konigsberg (本名),活地阿伦,Soon-Yi Previn(妻) / 哈琳·罗珊(前妻) / 路易斯·拉塞尔(前妻),,
1274919,男,狮子座,1968年08月01日,"中国,北京",导演 / 制片人 / 编剧 / 演员 / 美术,nm1299690,https://img1.doubanio.com/view/personage/raw/public/c135166b6a45c341964a63a9e2c72ea8.jpg,,管浒,梁静(妻) / 管宗祥(父亲) / 于黛琴(母亲),,
1276077,女,摩羯座,1970年01月11日,中国台湾,导演 / 编剧 / 演员 / 制片人,nm2840521,https://img2.doubanio.com/view/personage/raw/public/7f8691c532c8b3d0ca91b62ce83289e2.jpg,,,,,
1277751,男,双鱼座,1971年02月26日,美国，新泽西州,编剧 / 导演 / 剪辑 / 制片人 / 摄影,nm0048918,https://img1.doubanio.com/view/celebrity/raw/public/p1442362378.18.jpg,,西恩·貝克(台) / 辛·貝克(港),,,
1036727,男,射手座,,"日本,东京",导演 / 编剧 / 美术,nm0654868,https://img9.doubanio.com/view/celebrity/raw/public/p1426.jpg,,,,+1903年12月12日 至 +1963年12月12日,
1032048,男,双鱼座,1953年03月10日,"加拿大,安大略省,伦敦",编剧 / 导演 / 制片人 / 副导演,nm0353673,https://img1.doubanio.com/view/celebrity/raw/public/p8247.jpg,Paul Edward Haggis (本名),保罗·哈奇斯,,,
1018983,男,双子座,1956年05月27日,"意大利,西西里岛,巴勒莫,巴盖里亚",导演 / 编剧 / 演员 / 剪辑 / 制片人,nm0868153,https://img9.doubanio.com/view/celebrity/raw/public/p195.jpg,Peppuccio Tornatore,基斯比·汤纳度 / 吉斯皮托那多利 / 朱塞佩·托纳托雷 / 吉赛贝·托纳多雷,,,
1031904,男,双鱼座,1966年03月01日,"美国,威斯康星州,绿湾",导演 / 制片人 / 编剧 / 演员 / 摄影,nm0811583,https://img1.doubanio.com/view/celebrity/raw/public/p1390658677.59.jpg,The Wizard (昵称),扎克·斯奈德 / 查克·史奈德 / 柴克·史奈德,黛博拉·施奈德(妻),,
1289888,男,,,,导演 / 制片人,nm0505697,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1054417,男,狮子座,1972年08月15日,"美国,加利福尼亚,伯克利",演员 / 制片人 / 导演 / 编剧 / 配音,nm0000255,https://img1.doubanio.com/view/personage/raw/public/73d27e6e6a86d03bdf20d3f6b6abf20d.jpg,Benjamin Geza Affleck-Boldt (本名),本·阿弗雷克 / 宾艾佛力 / 班艾佛列克 / 大本(昵称),卡西·阿弗莱克(弟) / 詹妮弗·洛佩兹(妻) / 詹妮弗·加纳(前妻) / 安娜·德·阿玛斯(前女友),,
1334124,男,射手座,1969年12月08日,"阿根廷,布兰卡港",导演 / 编剧 / 摄影 / 制片人,nm1287124,https://img1.doubanio.com/view/celebrity/raw/public/p1492066071.18.jpg,,,,,
1025287,男,狮子座,,"美国,俄克拉荷马,塔尔萨",编剧 / 导演 / 演员 / 制片人,nm0001175,https://img9.doubanio.com/view/celebrity/raw/public/p12406.jpg,William Blake Crump (本名) / Blackie (昵称),,Patricia Walker(前妻) / 朱丽·安德鲁斯(妻),1922年07月26日 至 2010年12月15日,
1375690,女,,1986年,中国 四川 成都,编剧 / 制片人 / 导演,nm9705689,https://img1.doubanio.com/view/personage/raw/public/1529aa2790a90ac9b53313238a375cc9.jpg,,,韩三平(父),,
1391650,男,,,,编剧 / 制片人 / 导演,nm3651439,https://img1.doubanio.com/view/celebrity/raw/public/p1531004844.0.jpg,,,,,
1049547,男,处女座,1947年9月21日,"美国,缅因,波特兰",编剧 / 演员 / 制片人 / 配音 / 导演,nm0000175,https://img9.doubanio.com/view/celebrity/raw/public/p1359443605.4.jpg,Stephen Edwin King (本名) / The King of horror (昵称) / The King (昵称),史蒂芬·金,,,
1420109,男,,,,制片人 / 编剧,,https://img9.doubanio.com/view/celebrity/raw/public/p1563432454.66.jpg,,,,,
1295326,男,,,,导演 / 编剧 / 视觉特效,nm0714114,https://img9.doubanio.com/view/celebrity/raw/public/p1489649908.44.jpg,,,,,
1359015,女,,,,配音 / 编剧 / 其它 / 导演,nm2888684,https://img1.doubanio.com/view/personage/raw/public/4a25cb109e644d6ccfbc2720faa416fb.jpg,,,,,
1359881,女,,,中国香港,编剧,nm5528735,https://img2.doubanio.com/view/celebrity/raw/public/p1467971970.63.jpg,,,,,
1359882,女,,,"中国,江苏,靖江",编剧,nm8430396,https://img1.doubanio.com/view/celebrity/raw/public/p1536115768.59.jpg,,,,,
1330070,女,,,中国，北京,编剧 / 其它,nm7163521,https://img9.doubanio.com/view/celebrity/raw/public/p1473056786.84.jpg,Ameng,A萌,,,
1410272,女,,,,编剧,nm10729323,https://img9.doubanio.com/view/celebrity/raw/public/p1572321483.94.jpg,,29 / 阿玖 / 周媛(本名),,,
1037345,女,射手座,,"美国,宾夕法尼亚州,日耳曼",编剧,nm0017301,https://img2.doubanio.com/view/celebrity/raw/public/p1495344143.73.jpg,Louisa M. Alcott,,Amos Bronson Alcott（父）,+1832年11月29日 至 +1888年03月06日,
1275104,男,双子座,1976年06月06日,英国伦敦,编剧 / 制片人 / 导演 / 演员,nm0634300,https://img2.doubanio.com/view/celebrity/raw/public/p1379217457.32.jpg,,强纳森诺兰（台） / 尊立顿路兰（港）,克里斯托弗·诺兰(哥哥) / 丽莎·乔伊(妻子),,
1403831,男,,1961年,,演员 / 编剧 / 制片人,nm0192942,https://img9.doubanio.com/view/celebrity/raw/public/p1551168904.35.jpg,,,,,
1372455,男,,,,编剧,nm6328029,https://img1.doubanio.com/view/celebrity/raw/public/p1498636219.48.jpg,,,,,
1372456,男,,,,编剧 / 其它,nm6328031,https://img1.doubanio.com/view/celebrity/raw/public/p1512360181.09.jpg,,,,,
1385160,男,,,,编剧,nm6328030,https://img9.doubanio.com/view/celebrity/raw/public/p1512359989.34.jpg,,,,,
1381324,男,,,,编剧,nm0017690,https://img9.doubanio.com/view/celebrity/raw/public/p1511231457.76.jpg,,,,,
1384450,男,,,,编剧,nm0441735,https://img2.doubanio.com/view/celebrity/raw/public/p1511229445.53.jpg,,,,,
1275557,男,,1950年,"中国,北京",编剧 / 制片人 / 其它 / 导演 / 演员,nm0523760,https://img9.doubanio.com/view/celebrity/raw/public/p1449558431.6.jpg,,,,,
1275229,女,射手座,1958年11月30日,中国香港,编剧,nm0497762,https://img1.doubanio.com/view/personage/raw/public/4a30274c1e2cb7aebd58debef8be681b.jpg,Bik-Wa Lei / Pik Wah Li / Bihua Li,李白(本名),,,
1276019,男,白羊座,1948年04月19日,美国,制片人 / 编剧 / 导演,nm0770650,https://img2.doubanio.com/view/celebrity/raw/public/p1547226210.42.jpg,,,,,
1014692,女,摩羯座,1965年01月06日,"美国,伊利诺伊州,芝加哥",编剧,nm2300000,https://img1.doubanio.com/view/celebrity/raw/public/p12999.jpg,,,,,
1276666,男,,,,编剧 / 导演 / 制片人 / 演员,nm0006765,https://img1.doubanio.com/view/celebrity/raw/public/p38078.jpg,,,,,
1316464,男,,,,编剧,nm0430785,https://img2.doubanio.com/view/celebrity/raw/public/p1495890746.13.jpg,,,,,
1339145,男,金牛座,1974年04月22日,印度德里,编剧,nm2746459,https://img1.doubanio.com/view/celebrity/raw/public/p1404140052.09.jpg,,,,,
1107737,男,双鱼座,1960年03月18日,"美国,德克萨斯州,奥斯汀",编剧 / 导演 / 演员,nm0460141,https://img2.doubanio.com/view/celebrity/raw/public/p30793.jpg,,斯蒂芬·科洛弗,,,
1022772,女,狮子座,+1965年07月31日,"英国,英格兰",编剧 / 演员 / 制片人 / 配音,nm0746830,https://img1.doubanio.com/view/celebrity/raw/public/p1527580323.87.jpg,Joanne Rowling (本名) / JKR (昵称) / Jo (昵称),乔安妮·凯瑟琳·罗琳,Neil Murray（夫） / Jorge Arantes（前夫）,,
1421042,男,,,,副导演 / 演员 / 导演 / 编剧,nm8243301,https://img9.doubanio.com/view/celebrity/raw/public/pE_IbPD3NC9wcel_avatar_uploaded1564661934.5.jpg,한진원,韩珍元,,,
1294247,男,白羊座,1968年03月23日,"美国,新泽西州",编剧 / 导演 / 制片人 / 演员 / 配音,nm0672015,https://img1.doubanio.com/view/celebrity/raw/public/p1396934807.09.jpg,,,,,
1377815,男,白羊座,1972年03月29日,"美国,俄亥俄州,阿什兰",编剧,nm2094392,https://img9.doubanio.com/view/celebrity/raw/public/p1506923278.94.jpg,,,Cristin O'Keefe Aptowicz（妻）,,
1303079,男,,,,编剧 / 导演,nm1067858,https://img9.doubanio.com/view/celebrity/raw/public/p1564202970.45.jpg,,,,,
1322146,男,,1968年,美国，佛罗里达州,编剧 / 导演 / 制片人,nm0175726,https://img9.doubanio.com/view/celebrity/raw/public/p1477371371.65.jpg,,,,,
1013888,男,摩羯座,,"美国,纽约",编剧 / 演员 / 制片人 / 配音 / 导演,nm0498278,https://img9.doubanio.com/view/personage/raw/public/47c9fc14b7cbff0ca64d7570c90e6204.jpg,Stanley Martin Lieber (本名) / The Man (昵称),,Joan Boocock Lee(妻),1922年12月28日 至 2018年11月12日,
1050183,男,处女座,,"美国,纽约",编剧 / 演员,nm0456158,https://img9.doubanio.com/view/celebrity/raw/public/p1430112891.5.jpg,Jacob Kurtzberg (本名) / The King (昵称),杰克·科尔比,,1917年08月28日 至 1994年02月06日,
1360715,男,天秤座,1949年10月09日,美国密歇根州底特律,编剧,nm4160687,https://img2.doubanio.com/view/celebrity/raw/public/p1507097008.53.jpg,,,,,
1334998,男,,,,编剧 / 导演,nm2124742,https://img1.doubanio.com/view/personage/raw/public/a099ce08adf5f5a4f16ad5efdb640899.jpg,,,,,
1145836,男,金牛座,,"日本,广岛",编剧 / 导演 / 美术 / 制片人 / 演员,nm0793881,https://img2.doubanio.com/view/celebrity/raw/public/p48352.jpg,しんどう かね / Kaneto Shindo,新藤兼登(本名),乙羽信子（妻）,1912年04月22日 至 2012年05月29日,
1395543,女,,,,编剧 / 导演,nm9878616,https://img9.doubanio.com/view/personage/raw/public/dd3ac8af308ad5d7dfa7f16eca039235.jpg,ميشيل كسرواني,,,,
1411931,男,天蝎座,1976年11月05日,"黎巴嫩,拜特龙",演员 / 编剧,nm2759610,https://img9.doubanio.com/view/celebrity/raw/public/p1551513720.25.jpg,,,,,
1393709,男,,,,编剧 / 导演,nm1848588,https://img9.doubanio.com/view/celebrity/raw/public/p1551505367.46.jpg,,,,,
1275244,男,,,江苏涟水,编剧,nm0837678,https://img1.doubanio.com/view/celebrity/raw/public/p38477.jpg,,,,,
1275245,男,,1962年,"山东,高密",编剧 / 演员,nm0795516,https://img9.doubanio.com/view/celebrity/raw/public/p1403283088.85.jpg,王述平(本名),,,,
1274911,男,,1971年,,编剧 / 导演 / 演员,nm2898643,https://img9.doubanio.com/view/celebrity/raw/public/p7774.jpg,,,,,
1275961,男,水瓶座,1982年01月29日,"中国,湖南,长沙",编剧 / 演员 / 副导演,nm4810869,https://img1.doubanio.com/view/celebrity/raw/public/p12437.jpg,,,,,
1275962,男,,,中国，湖南醴陵,编剧,nm4809500,https://img1.doubanio.com/view/celebrity/raw/public/p38479.jpg,,,,,
1275963,男,,1915年,"中国,重庆",编剧 / 演员,nm7678061,https://img9.doubanio.com/view/celebrity/raw/public/p14976.jpg,,马千木,马士弘(兄),,
1322804,男,,,"中国,天津",编剧 / 导演 / 制片人,nm9058886,https://img2.doubanio.com/view/personage/raw/public/3e699992c61c91f92bb5d8125ea47192.jpg,,,,,
1343155,女,,,,编剧,nm10521197,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1374637,男,,,中国香港,制片人 / 编剧,nm2706978,https://img9.doubanio.com/view/celebrity/raw/public/p1520091375.44.jpg,,,,,
1406534,女,,1987年05月,"苏格兰,格拉斯哥",编剧,nm4880670,https://img1.doubanio.com/view/celebrity/raw/public/p1579171786.08.jpg,,,,,
1357083,男,摩羯座,1984年01月12日,中国江西,编剧 / 导演,nm8824215,https://img2.doubanio.com/view/personage/raw/public/317c993ac784a0e8e62ea584cbb058af.jpg,,,,,
1280488,男,,,,编剧,nm0152145,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1006748,男,水瓶座,,"法国,巴黎",编剧 / 导演,nm0923941,https://img1.doubanio.com/view/celebrity/raw/public/p1529503982.58.jpg,,,,1912年02月08日 至 2000年12月11日,
1132096,男,狮子座,,"法国,巴黎",演员 / 编剧 / 导演 / 配音 / 音乐,nm0637660,https://img1.doubanio.com/view/celebrity/raw/public/p1551589733.28.jpg,Lucien Noël (本名),,,1897年08月09日 至 1989年10月05日,
1290313,男,,,,编剧 / 副导演,nm0519969,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1313129,男,射手座,1964年11月30日,"美国,马萨诸塞州,伍斯特",编剧 / 导演,nm0798788,https://img1.doubanio.com/view/celebrity/raw/public/p1582947684.08.jpg,,斯考特·西尔弗,,,
1041392,男,天蝎座,,"美国,纽约",编剧 / 导演,nm0004170,https://img9.doubanio.com/view/celebrity/raw/public/p31716.jpg,Robert Kahn (本名),,,1915年10月24日 至 1998年11月03日,
1006536,男,水瓶座,,"美国,纽约",编剧,nm0277730,https://img9.doubanio.com/view/celebrity/raw/public/p1562296619.84.jpg,"Milton ""Bill"" Finger",,,1914年02月08日 至 1974年01月18日,
1184563,男,摩羯座,,"美国,新泽西州,特伦顿",编剧,nm1047603,https://img1.doubanio.com/view/celebrity/raw/public/p1572433000.8.jpg,Sherrill David Robinson (本名),谢里尔·大卫·罗宾逊(本名),Gro Bagn(妻),1922年01月01日 至 2011年12月07日,
1392690,男,,,,编剧,nm3053444,https://img1.doubanio.com/view/celebrity/raw/public/p1564059673.97.jpg,,,,,
1010936,男,巨蟹座,+1963年06月25日,"西班牙,卡斯蒂亚莱昂,萨拉曼卡",编剧,nm1674631,https://img1.doubanio.com/view/personage/raw/public/c9d95578ca7234cf7a6f0bad37b92ccb.jpg,,,,,
1305980,男,,1962年,"美国,密歇根,弗林特",编剧 / 制片人,nm1341735,https://img1.doubanio.com/view/personage/raw/public/1e57156473d6fb74a2e47ccf23f7d529.jpg,,大卫·马戈,,,
1407571,男,,,,编剧 / 导演,nm4914249,https://img9.doubanio.com/view/celebrity/raw/public/p1577781658.6.jpg,,,,,
1407573,男,,,"印度,班加罗尔",编剧 / 导演,nm9634132,https://img1.doubanio.com/view/celebrity/raw/public/p1545725621.88.jpg,,,,,
1306344,女,,,,编剧 / 剪辑 / 副导演,nm1381758,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1318819,男,,,,编剧 / 演员 / 导演,nm1930518,https://img9.doubanio.com/view/celebrity/raw/public/p48904.jpg,,,,,
1025526,男,狮子座,1965年08月15日,中国香港,演员 / 编剧 / 导演 / 制片人 / 副导演,nm0463674,https://img2.doubanio.com/view/celebrity/raw/public/p1387511001.02.jpg,Vincent Kuk Tak Chiu,谷德超,谷薇丽(姐) / 谷祖琳(侄女),,
1280434,男,,1960年,中国香港,编剧 / 制片人,nm0151013,https://img2.doubanio.com/view/celebrity/raw/public/p1386166328.02.jpg,,,,,
1023422,女,狮子座,,"英国,伦敦",编剧,nm1168510,https://img1.doubanio.com/view/celebrity/raw/public/p1528342914.29.jpg,Diana W. Jones / Diana Jones / Daiana Uin Jônzu / Daiana Win Jônzu,,,1934年08月16日 至 2011年03月26日,
1307023,男,,,,编剧 / 导演 / 演员,nm1471001,https://img9.doubanio.com/view/celebrity/raw/public/p1576890985.36.jpg,,,,,
1284753,男,,,"美国,纽约",编剧 / 配音,nm0314870,https://img2.doubanio.com/view/celebrity/raw/public/p1374646853.81.jpg,,,,1966年 至 2016年02月06日,
1277721,男,,,,编剧,nm0047916,https://img1.doubanio.com/view/celebrity/raw/public/p1374645971.47.jpg,,,,,
1341048,男,白羊座,1965年03月31日,,编剧,nm2400268,https://img9.doubanio.com/view/celebrity/raw/public/p1493703887.36.jpg,,史蒂文·T·西格尔,,,
1372997,男,,,,编剧,nm2399856,https://img2.doubanio.com/view/celebrity/raw/public/p1493704364.63.jpg,,,,,
1341049,男,,,,编剧,nm0745691,https://img2.doubanio.com/view/celebrity/raw/public/p1493704007.61.jpg,,,,,
1313062,男,白羊座,1970年04月13日,,编剧 / 配音 / 导演,nm0202425,https://img9.doubanio.com/view/celebrity/raw/public/p1467265868.66.jpg,,肯·达里奥,,,
1293777,男,,1970年,"西班牙,马德里",导演 / 编剧 / 配音 / 美术,nm0655053,https://img1.doubanio.com/view/celebrity/raw/public/p1499650191.88.jpg,,塞爾吉奧·巴勃羅斯,玛莉莎·罗曼(妻),,
1313063,男,金牛座,1964年05月05日,,编剧 / 导演,nm0666791,https://img1.doubanio.com/view/celebrity/raw/public/p1467266180.09.jpg,,,,,
1036537,男,摩羯座,1965年12月22日,"美国,密歇根州,安阿伯",编剧 / 导演 / 制片人,nm0275286,https://img2.doubanio.com/view/celebrity/raw/public/p6751.jpg,David Samuel Goyer (本名),大卫·S·戈耶,,,
1299569,男,,,"中国,香港",编剧 / 导演 / 演员 / 制片人,nm0874683,https://img1.doubanio.com/view/celebrity/raw/public/p41178.jpg,,曾谨昌,,,
1289664,女,,,"中国,香港",编剧 / 导演 / 演员,nm0497231,https://img2.doubanio.com/view/personage/raw/public/8b79ab42c873d8fd9481ab88e8a0b8f3.jpg,,李敏仪(原名) / 梦剧院(组合名),李赏(长女) / 李悦(幼女),,
1346322,男,,,,演员 / 编剧 / 副导演,nm1212647,https://img2.doubanio.com/view/celebrity/raw/public/p1455749411.82.jpg,,甜筒辉,,,
1322425,男,,,,演员 / 编剧 / 配音,nm1959682,https://img9.doubanio.com/view/celebrity/raw/public/p53355.jpg,Steven Fung,士巴拿,,,
1411350,男,,,,编剧,nm5718923,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1321370,女,水瓶座,1963年01月31日,,编剧 / 演员 / 配音,nm2403193,https://img2.doubanio.com/view/celebrity/raw/public/p1507207727.13.jpg,공지영,孔志英(误),,,
1045371,女,金牛座,1956年04月23日,"美国,华盛顿哥伦比亚特区",编剧 / 导演 / 制片人 / 演员,nm0003031,https://img2.doubanio.com/view/celebrity/raw/public/p39142.jpg,,,,,
1294254,男,,1943年,肯尼亚,编剧 / 导演,nm0672546,https://img9.doubanio.com/view/celebrity/raw/public/p31294.jpg,,,,,
1299737,男,巨蟹座,,"意大利,拉斯佩齐亚",编剧 / 演员,nm0881100,https://img9.doubanio.com/view/celebrity/raw/public/p1523324817.15.jpg,,,,1948年07月13日 至 1985年02月22日,
1292932,男,,,,编剧 / 导演 / 制片人,nm0622288,https://img9.doubanio.com/view/celebrity/raw/public/p52325.jpg,,杰夫·纳瑟森,,,
1036863,男,射手座,,"美国,科罗拉多州,蒙特罗斯",编剧 / 演员 / 导演,nm0874308,https://img1.doubanio.com/view/celebrity/raw/public/p24848.jpg,James Dalton Trumbo (本名),达尔顿·塔姆波 / 达尔顿·特波,Christopher Trumbo(儿子) / Cleo Beth Fincher(妻) / Melissa Trumbo(女儿) / Nikola Trumbo(女儿),1905年12月09日 至 1976年09月10日,
1023500,男,狮子座,,"英国,英格兰",编剧 / 导演,nm0402848,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Ian Hunter / Ina Hunter / Ian Hunter McClellan / Samuel B. West,,,1915年08月08日 至 1991年03月05日,
1038742,男,射手座,,"英国,伦敦",编剧,nm0226538,https://img2.doubanio.com/view/celebrity/raw/public/p1605779052.23.jpg,,,Kathleen Marie Philipps（妻）,1909年12月08日 至 1989年,
1288751,男,,,,编剧 / 制片人,nm0460795,https://img9.doubanio.com/view/celebrity/raw/public/p1491401896.74.jpg,,,,,
1032789,男,双鱼座,1953年03月19日,"美国,北卡罗来纳州,教堂山",演员 / 编剧 / 制片人,nm0770938,https://img9.doubanio.com/view/celebrity/raw/public/p1506934223.85.jpg,,,,,
1306770,男,,,,编剧,nm1436466,https://img1.doubanio.com/view/celebrity/raw/public/p1514292909.97.jpg,,,,,
1286819,男,,,,编剧,nm0391344,https://img2.doubanio.com/view/celebrity/raw/public/p1562045620.73.jpg,,,,,
1305751,男,,,,编剧 / 导演,nm1318843,https://img2.doubanio.com/view/celebrity/raw/public/p1550999716.81.jpg,,,,,
1305762,男,,,,编剧,nm1319757,https://img1.doubanio.com/view/celebrity/raw/public/p1576522306.69.jpg,,,,,
1015145,男,摩羯座,,"美国,纽约,牙买加",编剧,nm1411347,https://img9.doubanio.com/view/celebrity/raw/public/p1550999819.4.jpg,,,,1929年01月02日 至 1995年02月23日,
1278161,男,,,,编剧 / 导演,nm0064181,https://img2.doubanio.com/view/celebrity/raw/public/p1390629028.33.jpg,,斯图尔特·比蒂,,,
1344903,男,,,"美国,纽约州,纽约,布朗克斯",编剧,nm0938684,https://img1.doubanio.com/view/celebrity/raw/public/p1496193464.99.jpg,,杰伊·沃伯特,,,
1289511,男,射手座,1961年11月22日,"法国,埃纳省,圣康坦",编剧 / 演员,nm0491011,https://img1.doubanio.com/view/celebrity/raw/public/p1359081871.78.jpg,,纪尧姆·劳伦特,,,
1378769,女,,,泰国,编剧 / 导演,nm6684145,https://img2.doubanio.com/view/personage/raw/public/c202803087a4cddd71a398792dad9e21.jpg,กุ๊ก ธนีดา หาญทวีวัฒนา / Cook / Kook,塔尼达·汉达威瓦那,,,
1378770,女,,,,编剧,nm8706634,https://img1.doubanio.com/view/celebrity/raw/public/p1610156660.07.jpg,Ham / วสุธร ปิยารมณ์ / แฮม,,,,
1019085,男,双子座,1928年06月07日,"美国,加利福尼亚州,伯克利",导演 / 编剧 / 制片人 / 演员 / 剪辑,nm0412465,https://img1.doubanio.com/view/celebrity/raw/public/p2050.jpg,James Francis Ivory (本名),詹姆斯·艾沃里,Ismail Merchant（伴侣）,,
1338344,男,处女座,1959年09月12日,"英国,英格兰,伦敦",编剧 / 配音,nm2450453,https://img2.doubanio.com/view/celebrity/raw/public/p1499761939.22.jpg,,,,,
1037692,男,射手座,,奥地利,编剧,nm0959003,https://img2.doubanio.com/view/celebrity/raw/public/p16091.jpg,,斯台芬·茨威格,,+1881年11月28日 至 +1942年02月22日,
1049916,女,处女座,1965年08月30日,,编剧 / 制片人,nm0436164,https://img1.doubanio.com/view/celebrity/raw/public/p32689.jpg,Laeta Elizabeth Kalogridis (本名),,,,
1197911,男,狮子座,+1965年08月04日,"美国,马萨诸塞州,多切斯特",编剧 / 制片人 / 演员,nm1212331,https://img1.doubanio.com/view/celebrity/raw/public/p1477389217.28.jpg,,,,,
1337074,男,,,,编剧,nm2039202,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,조중훈 / Jeong-Sik Choi,赵中训,,,
1363942,男,摩羯座,1973年01月11日,,副导演 / 编剧 / 导演 / 演员,nm1751624,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,김성욱,,,,
1394254,男,摩羯座,1984年01月07日,,编剧,,https://img1.doubanio.com/view/celebrity/raw/public/p1527581675.47.jpg,소재원,,,,
1000393,男,白羊座,1945年03月22日,"美国,纽约",编剧 / 演员 / 制片人,nm0744839,https://img1.doubanio.com/view/personage/raw/public/66506f61cb48a384c0f98c1ac2ac8c4d.jpg,Yukon Eric (昵称),艾瑞克·罗斯,,,
1298743,女,,1952年,"美国,南卡罗来纳,哥伦比亚",编剧 / 制片人 / 导演,nm0842523,https://img2.doubanio.com/view/celebrity/raw/public/p48971.jpg,,罗宾·斯威科德,佐伊·卡赞(女),,
1028036,男,天秤座,,"美国,明尼苏达州,圣保罗",编剧,nm0280234,https://img9.doubanio.com/view/personage/raw/public/4956450b4719afda5fc5c8df25b09116.jpg,Francis Scott Key Fitzgerald (本名) / Francis Scott Fitzgerald,弗朗西斯·斯科特·基·菲茨杰拉德,Zelda Sayre(妻子),1896年09月24日 至 1940年12月21日,
1041137,男,天蝎座,1939年10月27日,"英国,英格兰,盛捷,韦斯顿-超级母马",演员 / 编剧 / 制片人 / 配音 / 导演,nm0000092,https://img9.doubanio.com/view/celebrity/raw/public/p3366.jpg,John Marwood Cleese (本名),约翰·克里斯,,,
1327977,男,,1965年,,编剧 / 导演,nm0325533,https://img1.doubanio.com/view/celebrity/raw/public/p1561887007.48.jpg,,,,,
1332275,女,,,,编剧,nm2270979,https://img9.doubanio.com/view/celebrity/raw/public/p1429035382.66.jpg,,,,,
1332273,男,,,,编剧,nm3966115,https://img1.doubanio.com/view/celebrity/raw/public/p1488355803.28.jpg,,,,,
1332276,男,,,,编剧 / 演员,nm5037683,https://img1.doubanio.com/view/celebrity/raw/public/p1488355982.69.jpg,,,,,
1097314,男,天蝎座,1952年11月11日,"美国,纽约,皇后区",编剧,nm0317493,https://img1.doubanio.com/view/personage/raw/public/8d8933a47663c8e111d912a31b318e6b.jpg,,,,,
1047311,男,金牛座,1947年04月22日,"美国,印第安纳州,印第安纳波利斯",编剧,nm1921680,https://img1.doubanio.com/view/celebrity/raw/public/p1553147061.48.jpg,,,,,
1322097,男,,,,编剧 / 导演,nm0950699,https://img1.doubanio.com/view/celebrity/raw/public/p1455795347.07.jpg,Gai Chi Yuen,继志,,,
1050456,男,处女座,,"美国,纽约",编剧 / 制片人,nm0325743,https://img2.doubanio.com/view/celebrity/raw/public/p25012.jpg,Robert Goldman (本名),,Mab Ashforth（妻）,1932年09月10日 至 2023年07月25日,
1005934,男,水瓶座,,"克罗地亚,普拉",编剧,nm0037097,https://img1.doubanio.com/view/personage/raw/public/25db38cb78734d33a0a385859c6f9cd9.jpg,,,,1927年01月27日 至 1987年12月10日,
1012808,男,巨蟹座,,"意大利,罗马",编剧 / 导演,nm0531431,https://img1.doubanio.com/view/celebrity/raw/public/p1476086283.59.jpg,Maccari,,,1919年06月28日 至 1989年05月08日,
1016782,男,摩羯座,,"意大利,米兰",导演 / 编剧 / 演员 / 副导演,nm0728271,https://img2.doubanio.com/view/celebrity/raw/public/p14821.jpg,Risi Dino / D. Risi / Risi,,,1916年12月23日 至 2008年06月07日,
1310743,男,,,,演员 / 编剧 / 导演 / 制片人 / 其它,nm2353053,https://img9.doubanio.com/view/celebrity/raw/public/p53555.jpg,,,孙丽(妻),,
1290316,男,巨蟹座,1975年07月12日,"美国,佛罗里达州,迈阿密",编剧 / 导演 / 制片人 / 演员 / 配音,nm0520488,https://img2.doubanio.com/view/celebrity/raw/public/p40082.jpg,,,,,
1023346,男,狮子座,1967年08月18日,"美国,俄亥俄州克利夫兰市",编剧 / 制片人,nm1144314,https://img1.doubanio.com/view/celebrity/raw/public/p1517731014.08.jpg,Brian Michael Bendis (本名),布赖恩·迈克尔·本迪斯 / B.M.本迪斯 / 布莱恩·迈克尔·本迪斯,,,
