person_id,name,name_cn,name_en,性别,星座,出生日期,出生地,职业,imdb编号,image,更多外文名,更多中文名,家庭成员,生卒日期,去世日期
1021985,塞巴斯蒂安·斯坦 Sebastian Stan,塞巴斯蒂安·斯坦,Sebastian Stan,男,狮子座,1982年08月13日,"罗马尼亚,康斯坦察",演员,nm1659221,https://img1.doubanio.com/view/personage/raw/public/71bc4591431711797ac087c70feb54f9.jpg,Seb(昵称) / Sebs (昵称) / Baz (昵称),384（昵称）,Jennifer Morrison(前女友),,
1017967,克里斯·帕拉特 Chris Pratt,克里斯·帕拉特,Chris Pratt,男,双子座,1979年06月21日,"美国,明尼苏达州,弗吉尼亚",演员 / 配音 / 制片人,nm0695435,https://img2.doubanio.com/view/celebrity/raw/public/p1408711300.32.jpg,Christopher Michael Pratt (本名) / Monkeyboy (昵称),克里斯·普拉特 / 星爵(昵称) / 帕帕(昵称),Katherine Schwarzenegger(妻) / Anna Faris(前妻) / Jack Pratt(儿子),,
1004596,汤姆·希德勒斯顿 Tom Hiddleston,汤姆·希德勒斯顿,Tom Hiddleston,男,水瓶座,1981年02月09日,"英国,伦敦,威斯敏斯特",演员 / 配音 / 制片人,nm1089991,https://img9.doubanio.com/view/celebrity/raw/public/p40956.jpg,Thomas William Hiddleston (本名),抖森(昵称) / TH(昵称) / 汤·希丹士顿(港) / 汤姆·希德尔斯顿,Sarah Hiddleston(姐) / Emma Hiddleston(妹) / James Norman Hiddleston(父) / Diana Patricia Servaes(母) / Zawe Ashton(未婚妻),,
1047985,佐伊·索尔达娜 Zoe Saldana,佐伊·索尔达娜,Zoe Saldana,女,双子座,1978年06月19日,"美国,新泽西州",演员 / 配音 / 导演 / 制片人,nm0757855,https://img2.doubanio.com/view/personage/raw/public/88f2bb33bcb4ef1f0023347da48287ae.jpg,Zoe Yadira Zaldaña Nazario (本名),佐伊·桑塔纳 / 柔依·莎唐娜 / 素儿·莎丹娜,Marco Perego(夫) / Bradley Cooper(前男友),,
1308787,丹娜·奎里拉 Danai Gurira,丹娜·奎里拉,Danai Gurira,,水瓶座,1978年02月14日,"美国,爱荷华州,格林内尔",演员 / 配音 / 编剧,nm1775091,https://img9.doubanio.com/view/celebrity/raw/public/p1529926202.35.jpg,Danai Jekesai Gurira,达娜·贾克赛·古瑞拉 / 达娜·古瑞拉 / 丹奈·古里拉,,,
1301179,本尼迪克特·黄 Benedict Wong,本尼迪克特·黄,Benedict Wong,男,双子座,1971年06月03日,"英国,曼彻斯特",演员 / 配音 / 编剧,nm0938950,https://img9.doubanio.com/view/celebrity/raw/public/p1479312329.56.jpg,,黄凯旋 / 本尼迪克特·黄 / 王凯旋,无,,
1313255,庞·克莱门捷夫 Pom Klementieff,庞·克莱门捷夫,Pom Klementieff,女,金牛座,1986年05月18日,"加拿大,魁北克,魁北克城",演员 / 配音 / 编剧,nm2962353,https://img2.doubanio.com/view/personage/raw/public/d23a626882e4aa3dc52af5a000098462.jpg,,,,,
1014003,戴夫·巴蒂斯塔 Dave Bautista,戴夫·巴蒂斯塔,Dave Bautista,男,摩羯座,1969年01月18日,"美国,华盛顿哥伦比亚特区",演员 / 配音,nm1176985,https://img2.doubanio.com/view/personage/raw/public/057f5b28095b02184dcf2e911951055e.jpg,Kahn (昵称) / Deacon Batista (昵称) / The Animal (昵称) / DJ (昵称) / David Michael Bautista Jr. (本名) / Dave Batista / Deacon Bautista (昵称),,,,
1021963,伊万杰琳·莉莉 Evangeline Lilly,伊万杰琳·莉莉,Evangeline Lilly,女,狮子座,1979年08月03日,"加拿大,阿尔伯塔省,萨斯喀彻温堡",演员 / 配音,nm1431940,https://img1.doubanio.com/view/celebrity/raw/public/p1522991978.38.jpg,Nicole Evangeline Lilly (本名) / Monkey (昵称) / Evie (昵称),,Dominic Monaghan(前男友),,
1000051,海莉·阿特维尔 Hayley Atwell,海莉·阿特维尔,Hayley Atwell,女,白羊座,1982年04月05日,"英国,伦敦",演员 / 配音,nm2017943,https://img1.doubanio.com/view/personage/raw/public/54c8baf2ace4f805cf4b39b4bf45493c.jpg,Hayley Attwell / Hayley Elizabeth Atwel,,,,
1047974,玛丽莎·托梅 Marisa Tomei,玛丽莎·托梅,Marisa Tomei,女,射手座,1964年12月04日,"美国,纽约,布鲁克林",演员 / 配音,nm0000673,https://img2.doubanio.com/view/celebrity/raw/public/p231.jpg,,玛丽莎·图梅,,,
1025214,安吉拉·贝塞特 Angela Bassett,安吉拉·贝塞特,Angela Bassett,女,狮子座,1958年08月16日,"美国,纽约",演员 / 配音 / 导演 / 制片人,nm0000291,https://img9.doubanio.com/view/celebrity/raw/public/p1520816028.44.jpg,Angela Evelyn Bassett (本名),安吉拉·巴西特 / 三奶(昵称),Courtney B. Vance（夫）,,
1053620,迈克尔·道格拉斯 Michael Douglas,迈克尔·道格拉斯,Michael Douglas,男,天秤座,1944年09月25日,"美国,新泽西,新不伦瑞克",演员 / 制片人 / 导演 / 配音,nm0000140,https://img1.doubanio.com/view/celebrity/raw/public/p1452135152.48.jpg,Michael Kirk Douglas (本名),米高·德格拉斯,凯瑟琳·泽塔-琼斯(妻) / Kirk Douglas(父) / Diana Dill(母) / Diandra Luker(前妻),,
1035642,米歇尔·菲佛 Michelle Pfeiffer,米歇尔·菲佛,Michelle Pfeiffer,女,金牛座,1958年04月29日,"美国,加利福尼亚,圣安娜",演员 / 配音 / 制片人,nm0000201,https://img1.doubanio.com/view/personage/raw/public/1c7f8bf5decbed2a74bc419642bb2b20.jpg,Michelle Marie Pfeiffer (本名),蜜雪儿菲佛,大卫·E·凯利(夫),,
1031849,威廉·赫特 William Hurt,威廉·赫特,William Hurt,男,双鱼座,,"美国,华盛顿,哥伦比亚特区",演员 / 配音 / 制片人,nm0000458,https://img1.doubanio.com/view/personage/raw/public/45b0f3bb9e9e7f216c506019b43d7d50.jpg,William M. Hurt (本名),,玛丽·贝斯(前妻),1950年03月20日 至 2022年3月13日,
1000018,寇碧·史莫德斯 Cobie Smulders,寇碧·史莫德斯,Cobie Smulders,女,白羊座,1982年04月03日,"加拿大,不列颠哥伦比亚,温哥华",演员 / 配音,nm1130627,https://img2.doubanio.com/view/celebrity/raw/public/p1415536790.51.jpg,Jacoba Fransisca Maria Smulders (本名),罗宾阿姨(昵称),塔兰·基尔拉姆(夫),,
1022552,肖恩·古恩 Sean Gunn,肖恩·古恩,Sean Gunn,男,双子座,1974年05月22日,"美国,密苏里州圣路易斯市",演员 / 配音 / 制片人,nm0348231,https://img2.doubanio.com/view/personage/raw/public/2611442bfa38ef98773226dc5c1d42b1.jpg,The Judge (昵称),肖恩·冈,詹姆斯·古恩(兄),,
1362864,温斯顿·杜克 Winston Duke,温斯顿·杜克,Winston Duke,男,,,,演员,nm6328300,https://img9.doubanio.com/view/celebrity/raw/public/p1552228648.95.jpg,,,,,
1339359,马克斯米利亚诺·赫尔南德斯 Maximiliano Hernández,马克斯米利亚诺·赫尔南德斯,Maximiliano Hernández,男,处女座,1973年09月12日,"美国,纽约,布鲁克林",演员,nm0380073,https://img9.doubanio.com/view/celebrity/raw/public/p1445073956.4.jpg,Max Hernández,,,,
1100321,弗兰克·格里罗 Frank Grillo,弗兰克·格里罗,Frank Grillo,男,双子座,1965年06月08日,"美国,纽约",演员 / 配音 / 制片人,nm0342029,https://img2.doubanio.com/view/personage/raw/public/6c9d08891af747e2ea8f845e2e92e2ee.jpg,Frank Anthony Grillo (本名) / Kiki (昵称),,Kathy Grillo（前妻）,,
1027879,真田广之 Hiroyuki Sanada,真田广之,Hiroyuki Sanada,男,天秤座,1960年10月12日,"日本,东京",演员 / 配音 / 音乐,nm0760796,https://img2.doubanio.com/view/celebrity/raw/public/p1390073617.82.jpg,Hiroyuki Shimosawa (本名) / Duke (昵称),真田広之,手冢理美（前妻）,,
1332428,汤姆-沃恩-劳勒 Tom Vaughan-Lawlor,汤姆-沃恩-劳勒,Tom Vaughan-Lawlor,男,,1977年11月,"爱尔兰,都柏林,邓德拉姆",演员,nm2534167,https://img2.doubanio.com/view/celebrity/raw/public/pcrYph33aOTEcel_avatar_uploaded1375420982.93.jpg,,,Claire Cox（妻）,,
1049713,詹姆斯·达西 James D&#39;Arcy,詹姆斯·达西,James D&#39;Arcy,男,处女座,1975年08月24日,"英国,伦敦",演员 / 配音 / 导演 / 编剧,nm0195439,https://img1.doubanio.com/view/celebrity/raw/public/p1357581004.0.jpg,Simon Richard D'Arcy (本名),,,,
1376777,雅各布·巴特朗 Jacob Batalon,雅各布·巴特朗,Jacob Batalon,男,双子座,1996年06月06日,"美国,夏威夷,火奴鲁鲁",演员,nm8188622,https://img9.doubanio.com/view/celebrity/raw/public/pO5ALuwfkkXYcel_avatar_uploaded1499507562.74.jpg,,雅各·巴塔伦,,,
1041020,范·迪塞尔 Vin Diesel,范·迪塞尔,Vin Diesel,男,巨蟹座,1967年07月18日,"美国,纽约",演员 / 配音 / 制片人 / 导演 / 编剧,nm0004874,https://img2.doubanio.com/view/personage/raw/public/f8c54568d2a62fe49133df190fa3df71.jpg,Mark Sinclair Vincent(本名),,Paloma Jimenez（妻子） / 哈尼亚·莱丽（女儿） / 文森特·辛克莱尔（儿子） / 波琳·辛克莱（女儿）,,
1053617,罗伯特·雷德福 Robert Redford,罗伯特·雷德福,Robert Redford,男,狮子座,1936年08月18日,"美国,加利福尼亚,圣莫尼卡",演员 / 制片人 / 导演 / 配音 / 编剧,nm0000602,https://img2.doubanio.com/view/celebrity/raw/public/p542.jpg,Charles Robert Redford Jr. (本名) / Bob (昵称),劳勃·瑞福 / 罗拔·烈福,Sibylle Szaggars（妻） / Lola Van Wagenen（前妻） / Amy Hart Redford（女） / Shauna Jean(女) / David James （儿）,,
1054408,塞缪尔·杰克逊 Samuel L. Jackson,塞缪尔·杰克逊,Samuel L. Jackson,男,射手座,1948年12月21日,"美国,华盛顿,哥伦比亚特区",演员 / 配音 / 制片人,nm0000168,https://img1.doubanio.com/view/personage/raw/public/eaa3409f8c9b38f0c1b0efe90589a8fd.jpg,Samuel Leroy Jackson (本名) / Mr Cool (昵称) / King of Cool (昵称) / Sam (昵称),森姆·積遜(港),LaTanya Richardson(妻),,
1210466,伊薇特·尼科尔·布朗 Yvette Nicole Brown,伊薇特·尼科尔·布朗,Yvette Nicole Brown,女,狮子座,1971年08月12日,"美国,俄亥俄,东克利夫兰",演员 / 配音 / 编剧,nm1304328,https://img9.doubanio.com/view/celebrity/raw/public/p5145.jpg,Yvette Brown,,,,
1392731,卡梅伦·布鲁姆布罗 Cameron Brumbelow,卡梅伦·布鲁姆布罗,Cameron Brumbelow,男,,,,演员,nm7918809,https://img1.doubanio.com/view/celebrity/raw/public/p1550138674.29.jpg,,,,,
1392730,蒂莫西·卡尔 Timothy Carr,蒂莫西·卡尔,Timothy Carr,男,,,,演员,nm7618459,https://img2.doubanio.com/view/celebrity/raw/public/p1535601937.63.jpg,,,,,
1013874,凯瑞·康顿 Kerry Condon,凯瑞·康顿,Kerry Condon,女,摩羯座,1983年01月04日,"爱尔兰,蒂珀雷里",演员 / 配音,nm0174403,https://img1.doubanio.com/view/celebrity/raw/public/p1520751356.58.jpg,,,,,
1392741,迈克尔·A·库克 Michael A. Cook,迈克尔·A·库克,Michael A. Cook,男,,,,演员,nm6355840,https://img1.doubanio.com/view/celebrity/raw/public/p1542071157.49.jpg,,,,,
1342808,凯莉·库恩 Carrie Coon,凯莉·库恩,Carrie Coon,女,水瓶座,1981年01月24日,"美国,俄亥俄州,科普利",演员,nm4689420,https://img2.doubanio.com/view/celebrity/raw/public/p1454467131.1.jpg,Carrie Alexandra Coon(全名),凯丽·亚历山德拉·库恩(全名),Tracy Letts(夫) / Paula (Ploenes) & John Coon(父母),,
1321687,艾玛·福尔曼 Emma Fuhrmann,艾玛·福尔曼,Emma Fuhrmann,女,处女座,2001年09月15日,"美国,达拉斯",演员,nm3409535,https://img9.doubanio.com/view/celebrity/raw/public/p1552657362.54.jpg,,艾玛·富尔曼,,,
1392734,雷纳·加拉赫 Renah Gallagher,雷纳·加拉赫,Renah Gallagher,女,狮子座,1988年07月24日,"美国,佛罗里达州,奥兰多",演员,nm8543248,https://img2.doubanio.com/view/celebrity/raw/public/p1556541399.02.jpg,,,,,
1392732,丹妮拉·加斯基 Daniela Gaskie,丹妮拉·加斯基,Daniela Gaskie,女,,,,演员,nm7877420,https://img9.doubanio.com/view/celebrity/raw/public/p1560744789.56.jpg,,,,,
1275017,郑肯 Ken Jeong,郑肯,Ken Jeong,,巨蟹座,1969年07月13日,"美国,密歇根州,底特律",演员 / 配音 / 编剧 / 导演,nm0421822,https://img9.doubanio.com/view/celebrity/raw/public/p9265.jpg,,郑江祖 / 肯·郑,Tran Ho（妻）,,
1392722,小弗洛伊德·安东尼·约翰 Floyd Anthony Johns Jr.,小弗洛伊德·安东尼·约翰,Floyd Anthony Johns Jr.,男,,,,演员,nm5545351,https://img1.doubanio.com/view/personage/raw/public/aabd710786e61f4b3303d16d6b632498.jpg,,,,,
1348037,罗斯·马昆德 Ross Marquand,罗斯·马昆德,Ross Marquand,男,狮子座,1981年08月22日,Colorado.,演员 / 配音,nm2739851,https://img2.doubanio.com/view/celebrity/raw/public/pfaQZqlr7Wrscel_avatar_uploaded1424352037.21.jpg,,,,,
1392739,布伦特·麦吉 Brent McGee,布伦特·麦吉,Brent McGee,男,,,,演员,nm4230395,https://img1.doubanio.com/view/celebrity/raw/public/p1550138600.58.jpg,,,,,
1392737,迈克尔·皮耶里诺·米勒 Michael Pierino Miller,迈克尔·皮耶里诺·米勒,Michael Pierino Miller,男,,,,演员,nm3327628,https://img1.doubanio.com/view/celebrity/raw/public/p1542071072.27.jpg,,,,,
1126747,卡兰·马尔韦 Callan Mulvey,卡兰·马尔韦,Callan Mulvey,男,双鱼座,1975年02月23日,"新西兰,奥克兰",演员,nm0612534,https://img9.doubanio.com/view/celebrity/raw/public/p1361945411.16.jpg,Callan Francis Mulvey (本名),,Rachel Thomas（妻）,,
1341026,泰瑞·诺塔里 Terry Notary,泰瑞·诺塔里,Terry Notary,男,,,美国，加利福尼亚州，圣拉斐尔,演员 / 制片人 / 导演 / 副导演 / 编剧,nm1024953,https://img2.doubanio.com/view/personage/raw/public/5eac70f76e86e1e92a1bae81958b145f.jpg,Terrence Notary,,,,
1133195,吉米·雷·皮肯斯 Jimmy Ray Pickens,吉米·雷·皮肯斯,Jimmy Ray Pickens,男,双鱼座,1966年03月10日,"美国,得克萨斯州,休斯敦",演员,nm0681790,https://img2.doubanio.com/view/celebrity/raw/public/p1550138543.53.jpg,Jimmy Ray Pickens (本名) / Pick (昵称),,,,
1344984,迈克尔·詹姆斯·肖 Michael James Shaw,迈克尔·詹姆斯·肖,Michael James Shaw,男,,,,演员,nm4473692,https://img2.doubanio.com/view/celebrity/raw/public/p1418871697.52.jpg,,,,,
1322702,泰·辛普金斯 Ty Simpkins,泰·辛普金斯,Ty Simpkins,男,狮子座,2001年08月06日,"美国,纽约州,纽约市",演员 / 配音,nm1339223,https://img1.doubanio.com/view/personage/raw/public/e599d0dba0c00ebdc73073ca3335fbf8.jpg,Ty Keegan / Ty Keegan Simpkins,,Ryan Simpkins(姐),,
1392736,格雷格·蒂芬 Greg Tiffan,格雷格·蒂芬,Greg Tiffan,男,,,,演员,nm9542184,https://img1.doubanio.com/view/celebrity/raw/public/p1551260843.59.jpg,,,,,
1415181,艾娃·罗素 Ava Russo,艾娃·罗素,Ava Russo,女,,,,演员,nm10534954,https://img9.doubanio.com/view/personage/raw/public/a73838e1e77474febe120b48c2bf25f5.jpg,,,,,
1392738,玛丽亚·Z·威尔逊 Maria Z. Wilson,玛丽亚·Z·威尔逊,Maria Z. Wilson,女,,,,演员,nm9212210,https://img2.doubanio.com/view/celebrity/raw/public/p1527864411.41.jpg,,,,,
1392735,本杰明·韦弗 Benjamin Weaver,本杰明·韦弗,Benjamin Weaver,,,,,演员,nm5234677,https://img9.doubanio.com/view/celebrity/raw/public/p1542071211.44.jpg,,,,,
1392728,劳尔·阿尔坎塔 Raul Alcantar,劳尔·阿尔坎塔,Raul Alcantar,男,,,,演员,nm9488863,https://img1.doubanio.com/view/celebrity/raw/public/p1556541445.8.jpg,,,,,
1392727,雅各布·埃文斯 Jacob Evans,雅各布·埃文斯,Jacob Evans,男,,,,演员,nm8609436,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1411163,何塞·阿尔弗雷多·费尔南德斯 José Alfredo Fernandez,何塞·阿尔弗雷多·费尔南德斯,José Alfredo Fernandez,,,,,演员,nm10040390,https://img2.doubanio.com/view/celebrity/raw/public/p1550660496.93.jpg,,,,,
1392726,布伦特·莫雷尔·加斯金斯 Brent Moorer Gaskins,布伦特·莫雷尔·加斯金斯,Brent Moorer Gaskins,男,,,,演员,nm7476062,https://img1.doubanio.com/view/personage/raw/public/c2053b365ea9522c66f1597aaaaacd77.jpg,,,,,
1266890,安东尼·B·哈里斯 Anthony B. Harris,安东尼·B·哈里斯,Anthony B. Harris,男,金牛座,1969年05月19日,"美国,肯塔基州,坎贝尔堡",演员 / 导演 / 制片人 / 编剧,nm3770779,https://img1.doubanio.com/view/celebrity/raw/public/p1560744601.17.jpg,,,,,
1392740,肖恩·麦克米伦 Shaun McMillan,肖恩·麦克米伦,Shaun McMillan,男,,,,演员,nm9345965,https://img9.doubanio.com/view/celebrity/raw/public/p1537674637.36.jpg,,,,,
1392724,罗伯特·佩恩 Robert Payen,罗伯特·佩恩,Robert Payen,男,,,,演员,nm9320991,https://img2.doubanio.com/view/celebrity/raw/public/p1571026040.23.jpg,,,,,
1392725,麦克斯威尔·海史密斯 Maxwell Highsmith,麦克斯威尔·海史密斯,Maxwell Highsmith,男,,,,演员,nm4015649,https://img2.doubanio.com/view/celebrity/raw/public/p1552277020.11.jpg,,麦克斯韦·海史密斯,,,
1402482,罗伯特·廷斯利 Robert Tinsley,罗伯特·廷斯利,Robert Tinsley,,,,,演员,nm9990032,https://img2.doubanio.com/view/celebrity/raw/public/pTgVrnIM5Gescel_avatar_uploaded1539002926.51.jpg,,,,,
1393240,费斯·洛根 Faith Logan,费斯·洛根,Faith Logan,女,巨蟹座,1995年06月29日,"美国,纽约,布朗克斯维尔",演员,nm7457303,https://img9.doubanio.com/view/celebrity/raw/public/p1528941487.54.jpg,,,,,
1392723,保罗·皮尔斯伯里 Paul Pillsbury,保罗·皮尔斯伯里,Paul Pillsbury,男,金牛座,1981年04月22日,"美国,新罕布什尔州,科托科克",演员,nm7591351,https://img2.doubanio.com/view/celebrity/raw/public/p1560745358.83.jpg,,,,,
1392752,特拉维斯·汤普森 Travis Thompson,特拉维斯·汤普森,Travis Thompson,男,,,,演员 / 其它,nm7642761,https://img2.doubanio.com/view/celebrity/raw/public/p1553342759.93.jpg,,,,,
1415276,亚历珊德拉‧瑞秋·拉贝 Alexandra Rachael Rabe,亚历珊德拉‧瑞秋·拉贝,Alexandra Rachael Rabe,,,,,演员,nm9962642,https://img1.doubanio.com/view/celebrity/raw/public/p1557902860.78.jpg,Lexi Rabe（别名）,,,,
1392777,贾迈尔·钱伯斯 Jamel Chambers,贾迈尔·钱伯斯,Jamel Chambers,,,,,演员 / 其它,nm8067338,https://img1.doubanio.com/view/celebrity/raw/public/p1535601990.9.jpg,,,,,
1473542,杰克·尚皮永 Jack Champion,杰克·尚皮永,Jack Champion,男,天蝎座,2004年11月16日,美国,演员,nm5607823,https://img9.doubanio.com/view/personage/raw/public/f7cba04ffab389ccdb77147cd22b7cd6.jpg,,,,,
1480364,詹妮弗·拉塞尔 Jennifer &#39;Ms Fer&#39; Russell,詹妮弗·拉塞尔,Jennifer &#39;Ms Fer&#39; Russell,女,,,,演员,nm10111012,https://img1.doubanio.com/view/personage/raw/public/4c79ec7a1eee5d40dbe37f82d5c69b0a.jpg,,,,,
1392693,阿米纳·卡普兰 Ameenah Kaplan,阿米纳·卡普兰,Ameenah Kaplan,女,双子座,1974年6月17日,"美国,科罗拉多州,丹佛",演员 / 其它,nm0438188,https://img2.doubanio.com/view/personage/raw/public/14d400636a708c949772a355688ac5f2.jpg,,,,,
1489470,本·坂本 Ben Sakamoto,本·坂本,Ben Sakamoto,男,,,,演员,nm7337680,https://img9.doubanio.com/view/personage/raw/public/1b36f3deaf5996125d477967c9eb1ea5.jpg,,,,,
1451446,Jennifer Cain Jennifer Cain,Jennifer,Cain Jennifer Cain,女,,,,演员 / 配音,nm1116113,https://img1.doubanio.com/view/celebrity/raw/public/p1612947310.37.jpg,,,,,
1412334,杰克逊·艾顿 Jackson A. Dunn,杰克逊·艾顿,Jackson A. Dunn,男,射手座,2003年12月09日,"美国,加州,圣地亚哥",演员,nm6676262,https://img2.doubanio.com/view/celebrity/raw/public/p1551948110.51.jpg,,,,,
1385882,张闻天 Wentian Zhang,张闻天,Wentian Zhang,男,,,,配音,,https://img1.doubanio.com/view/personage/raw/public/da63254a82a0c1a4a3dd8ea3a0c8759a.jpg,,闻天 / 天天摆渡人 / 灭霸的世界,,,
1040997,理查·基尔 Richard Gere,理查·基尔,Richard Gere,男,处女座,1949年08月31日,"美国,宾夕法尼亚,费城",演员 / 制片人 / 配音,nm0000152,https://img2.doubanio.com/view/celebrity/raw/public/p33013.jpg,Richard Tiffany Gere (本名),李察德·基尔 / 理察·基尔 / 李察·基尔,Alejandra Silva (妻) / Carey Lowell (前妻) / Cindy Crawford (前妻),,
1049499,莎拉·罗默尔 Sarah Roemer,莎拉·罗默尔,Sarah Roemer,女,处女座,1984年08月28日,"美国,加利福尼亚,圣地亚哥",演员 / 制片人,nm2105255,https://img2.doubanio.com/view/celebrity/raw/public/p5502.jpg,Sarah Christine Roemer (本名),,Chad Michael Murray（夫）,,
1025215,琼·艾伦 Joan Allen,琼·艾伦,Joan Allen,女,狮子座,1956年08月20日,"美国,伊利诺伊州,罗谢尔",演员 / 制片人,nm0000260,https://img1.doubanio.com/view/celebrity/raw/public/p17520.jpg,,,Peter Friedman（前夫）,,
1333949,罗比·萨布莱特 Robbie Sublett,罗比·萨布莱特,Robbie Sublett,,,,,演员 / 配音,nm2814595,https://img9.doubanio.com/view/celebrity/raw/public/p1501401598.84.jpg,,,,,
1002775,艾瑞克·阿瓦利 Erick Avari,艾瑞克·阿瓦利,Erick Avari,,白羊座,1952年04月13日,"印度,大吉岭",演员 / 配音,nm0042805,https://img2.doubanio.com/view/celebrity/raw/public/p12461.jpg,Nari Erick Avari (本名),,,,
1149250,田川洋行 Cary-Hiroyuki Tagawa,田川洋行,Cary-Hiroyuki Tagawa,男,天秤座,1950年09月27日,"日本,东京",演员 / 配音 / 制片人,nm0846480,https://img2.doubanio.com/view/celebrity/raw/public/p52051.jpg,,凯里-川田博之,,,
1027843,杰森·亚历山大 Jason Alexander,杰森·亚历山大,Jason Alexander,,天秤座,1959年09月23日,"美国,新泽西州,纽瓦克",演员 / 配音 / 导演 / 制片人,nm0004517,https://img2.doubanio.com/view/celebrity/raw/public/p7733.jpg,Jason Scott Greenspan (本名) / Pretzel Boy (昵称) / Jay (昵称),,,,
1009520,罗伯特·卡普荣 Robert Capron,罗伯特·卡普荣,Robert Capron,男,巨蟹座,1998年07月09日,"美国,罗得岛,普罗维登斯",演员 / 配音,nm2953573,https://img2.doubanio.com/view/celebrity/raw/public/p1517921540.43.jpg,,,,,
1250978,凯文·德科斯泰 Kevin DeCoste,凯文·德科斯泰,Kevin DeCoste,男,射手座,1995年12月02日,"美国,马萨诸塞州,波士顿",演员,nm2902428,https://img1.doubanio.com/view/celebrity/raw/public/p1481184259.97.jpg,,,,,
1237687,高岛彩 Aya Takashima,高岛彩,Aya Takashima,女,水瓶座,1979年02月18日,"日本,东京",演员 / 配音,nm2180439,https://img2.doubanio.com/view/celebrity/raw/public/p41122.jpg,たかしま あや,北川彩（本名）,,,
1468979,奇科 Chico,奇科,Chico,男,,,,演员,,https://img1.doubanio.com/view/personage/raw/public/a7f8940312dd331043339bb078e216eb.jpg,,,,,
1468980,莱拉 Layla,莱拉,Layla,女,,,,演员,,https://img1.doubanio.com/view/personage/raw/public/56a36550b4e6b2e553820590bb505f1c.jpg,,,,,
1468982,福雷斯特 Forrest,福雷斯特,Forrest,男,,,,演员,,https://img2.doubanio.com/view/personage/raw/public/fea1307deb45718b7b95979216f0a1fe.jpg,,,,,
1243917,Ellen Becker-Gray Ellen Becker-Gray,Ellen,Becker-Gray Ellen Becker-Gray,女,巨蟹座,1952年07月15日,"美国,马萨诸塞州,波士顿",演员,nm2253765,https://img1.doubanio.com/view/personage/raw/public/3d04bdac3a0420f1ead103c9c874e07c.jpg,,,,,
1238578, Ben Skinner,Ben,Skinner,,双子座,1988年05月28日,"美国,宾夕法尼亚州,费城",演员,nm2744490,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1116054,达文尼亚·麦克法登 Davenia McFadden,达文尼亚·麦克法登,Davenia McFadden,女,双鱼座,1961年02月21日,"美国,南卡罗来纳州,阿贝维尔",演员,nm0568672,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Davenia Mcfadden,,,,
1176308,贝茨·怀尔德 Bates Wilder,贝茨·怀尔德,Bates Wilder,男,天秤座,1961年10月14日,"美国,马萨诸塞州,韦茅斯",演员,nm0928560,https://img1.doubanio.com/view/celebrity/raw/public/p1443260714.77.jpg,Christopher Bates Wilder (本名) / Hoss (昵称),,,,
1223745,亚美利哥·普雷休蒂 Americo Presciutti,亚美利哥·普雷休蒂,Americo Presciutti,男,水瓶座,1968年02月05日,"美国,纽约",演员,nm1759449,https://img1.doubanio.com/view/celebrity/raw/public/p1558578041.77.jpg,Rico (昵称) / Rick (昵称),,,,
1228071,盖尔·布格贾 Gail Bugeja,盖尔·布格贾,Gail Bugeja,,金牛座,1975年05月10日,"美国,马萨诸塞州",演员,nm2739905,https://img9.doubanio.com/view/celebrity/raw/public/p1618324474.45.jpg,Gail Elizabeth Bugeja (本名),,,,
1230929,马丁·蒙塔纳 Martin Montana,马丁·蒙塔纳,Martin Montana,男,摩羯座,1979年01月17日,"美国,弗吉尼亚州,亚历山大",演员,nm2873452,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1234258, Michael Kelly,Michael,Kelly,,双鱼座,1968年02月26日,"美国,马萨诸塞州,波士顿",演员,nm2617758,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Michael Damian Kelly,,,,
1236160, Raymond Alongi,Raymond,Alongi,,天蝎座,1960年11月15日,"美国,马萨诸塞州,昆西",演员,nm2576487,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Raymond Charles Alongi (本名) / Ray (昵称),,,,
1393813,赞恩·阿尔·拉菲亚 Zain al-Rafeea,赞恩·阿尔·拉菲亚,Zain al-Rafeea,男,天秤座,2004年10月04日,"叙利亚,德拉",演员,nm9862858,https://img1.doubanio.com/view/celebrity/raw/public/pa96FEdlJe08cel_avatar_uploaded1526709219.38.jpg,,扎因·拉费阿,,,
1411924,约丹诺斯·希费罗 Yordanos Shiferaw,约丹诺斯·希费罗,Yordanos Shiferaw,女,,,,演员,nm9862859,https://img2.doubanio.com/view/celebrity/raw/public/p1551513231.02.jpg,,,,,
